Country Name,CO2 emissions (metric tons per capita),Access to electricity (% of population),Renewable energy consumption (% of total final energy consumption),Terrestrial protected areas (% of total land area),Population growth (annual %),"Population, total",Urban population growth (annual %)
St. Vincent and the Grenadines,2.007662845132658,97.19899654388428,5.806807688424389,22.426414815470867,0.19558363151062563,109014.77777777778,0.9961373112572112
Sub-Saharan Africa,0.8449354953120913,38.984596704567466,70.54591306857914,17.5787182406258,2.7371875412383115,970916035.4444444,4.166849467618819
Sub-Saharan Africa (IDA & IBRD countries),0.844935495312091,38.984596704567466,70.54591306857914,17.5787182406258,2.7371875412383115,970916035.4444444,4.166849467618819
Sub-Saharan Africa (excluding high income),0.8445578512450101,38.97885162738903,70.56300408519884,17.578189430884198,2.737341623790334,970824088.4444444,4.16716793084915
Sudan,0.3171028907397664,44.60166053771974,61.76211578564729,2.281175455819353,2.366133011636067,38056000.11111111,2.9080375939551946
Suriname,3.899081721072212,94.04041843342205,24.8837482328053,14.5200925244246,1.0699817437145809,552959.6666666666,1.0109588394480467
Sweden,5.022841792708987,100.0,49.02996530620786,14.744684976256133,1.0098015395228224,9734038.444444444,1.3359383899317911
Switzerland,4.732688093007428,100.0,22.946425019076504,9.660122840796708,1.0568220104355406,8181808.888888889,1.089391486892697
Syrian Arab Republic,2.25446313295738,90.73737087249759,1.9277060880299066,0.6868685421260028,-2.517698262543319,18957067.555555556,-2.7360700068817403
Tajikistan,0.4152960219599263,99.28169994354246,54.205184136709995,22.279107392115066,2.3517874995796486,8279005.888888889,2.60694154257682
Tanzania,0.20045505745985456,22.048400163650513,87.36598428631292,38.137050848350135,2.978940733902052,50114456.55555555,5.287664587299762
Thailand,4.342824612563026,99.72481642322953,23.10043761019092,18.809448060050798,0.41771808436417224,68384091.33333333,2.20090868182256
Timor-Leste,0.2951005326275234,61.49856921853045,25.183516994283067,13.054977655662867,1.8418988508987535,1177124.111111111,3.0656451165937235
Togo,0.3802725458824276,42.124495247096405,70.59090263543574,27.62082847041,2.5862916060275207,7144980.666666667,3.898125272996554
Tonga,1.0939642776020633,94.76211015989307,1.4071460615825417,15.915193497282198,-0.07436515805503936,102243.33333333333,-0.17228306187424
Trinidad and Tobago,34.66765891705806,100.0,0.31538579861281335,30.59520675020647,0.5651727741501927,1360778.4444444445,0.35224449300227767
Tunisia,2.528935219145094,99.75,12.974177711724451,7.9131181645720465,1.0464624368916355,11080313.333333334,1.46839024325219
Turkey,4.332078572752875,99.99464225769043,13.128076059859183,0.21899243547871197,1.593492557021129,77261898.55555555,2.343056699368139
Turkmenistan,12.12047090231694,99.99028396606445,0.050226711852451485,3.24884149817458,1.7285490491387199,5466459.666666667,2.490859174795369
Turks and Caicos Islands,5.77434666267546,99.1375,0.5762574497191216,44.37495033114353,1.83400009289054,35280.333333333336,2.2384094062678086
Tuvalu,0.8853058402915552,98.47198315359935,0.0,2.097960770615227,1.0992400651861933,10992.555555555555,2.7480293872416643
Uganda,0.1288293762925842,18.041549825668337,90.66563452734607,16.06263308595747,3.417549601434269,37203356.777777776,5.979719235491231
Ukraine,6.078460742870712,99.98343639575971,3.26861059450985,3.9778354287581466,-0.35067607429545156,45282663.55555555,-0.2136536263862315
United Arab Emirates,19.618779883176703,100.0,0.11928286641602466,16.3266137589746,2.1769274766943556,9199165.333333334,2.53979392493123
United Kingdom,7.187263447563429,100.0,5.818996913498303,28.535624851985332,0.7272881192033439,64637693.88888889,1.0472052605646982
United States,16.71132082532164,100.0,8.389263417258613,12.985914681651535,0.7152089457562315,318372558.8888889,0.9403561385230943
Upper middle income,6.365031735618727,99.05730490619592,13.208299996724131,14.7328001165559,0.7570976424195726,2577736470.6666665,2.1499340260437076
Uruguay,2.2003306526307083,99.6069707354126,52.12427030707795,3.4641346153327266,0.3256377472242236,3402126.888888889,0.45753739836458757
Uzbekistan,3.649949634464498,99.8748722076416,2.668695588368053,3.3768091435149934,1.9032495719386442,30796444.444444444,1.9045705848582979
Vanuatu,0.5019932216878871,44.876320781707776,37.690720628088336,4.200354578436007,2.665857958680622,264059.55555555556,3.1088923479531614
Venezuela,6.375674762150604,99.44254444122315,12.797182452142266,54.14278295718014,0.32775984881835196,29412008.333333332,0.3467968362180975
Vietnam,1.6721538589340799,99.52994861602784,36.47713623865873,7.577853250007661,1.0286801963268242,91729178.1111111,3.117946629202073
West Bank and Gaza,0.5668543312035718,99.92765712738036,12.389767934434966,8.3592518432039,2.3770127663340244,4173369.222222222,2.7088422193081714
World,4.958745476306386,85.56344753190969,17.5940325779017,14.673617226980367,1.1681046563032789,7256942214.222222,2.0433946644498713
Yemen,0.8987474610966277,71.7427251815796,1.2697059286839942,0.7712959868187886,2.6179046525367418,25822869.111111112,4.406452416401194
Zambia,0.2436555621977568,29.782196617126463,89.3553222092578,37.9300069672156,3.0259383215240927,15429881.444444444,4.284298052035974
Zimbabwe,0.7415299469843524,38.21267967224121,80.48027728557723,27.213056783942534,1.5783373915062036,13573887.666666666,1.1822145113718838
